assembly_id_simp,Contig_number,assembly_id,assembly_name,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination,genome_id,phylogroup,assembly_ID
GCA_002971775,60,GCA_002971775.1,ASM297177v1,Escherichia coli,NA,HT2012055,NA,NA,NA,NA,5014196,Scaffold,2018-03-06T00:00:00Z,NA,42030,230642,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA276968,SAMN03382606,NA,NA,NA,Escherichia coli,98.46,0.95,GCA_002971775.1_ASM297177v1_genomic,B2,NA
GCA_003009435,110,GCA_003009435.1,ASM300943v1,Escherichia coli,NA,10f54,NA,NA,NA,NA,4906258,Scaffold,2018-03-19T00:00:00Z,NA,151465,151465,Illumina HiSeq,China Aricultural University,PRJNA417344,SAMN07983290,NA,NA,NA,Escherichia coli,99,0.43,GCA_003009435.1_ASM300943v1_genomic,A,NA
GCA_003112165,3,GCA_003112165.1,ASM311216v1,Escherichia coli O103 str. RM8385,NA,RM8385,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5732806,Complete Genome,2018-05-10T00:00:00Z,NA,5631913,5631913,PacBio; Illumina MiSeq,USDA-ARS-WRRC-PSM,PRJNA69931,SAMN08724650,6221,5704,387,Escherichia coli,99.15,0.67,GCA_003112165.1_ASM311216v1_genomic,B1,NA
GCA_003112205,4,GCA_003112205.1,ASM311220v1,Escherichia coli O43 str. RM10042,NA,RM10042,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5261709,Complete Genome,2018-05-10T00:00:00Z,NA,5057506,5057506,PacBio; Illumina MiSeq,USDA-ARS-WRRC-PSM,PRJNA69937,SAMN08165042,5503,5113,269,Escherichia coli,99.41,0.69,GCA_003112205.1_ASM311220v1_genomic,B1,NA
GCA_003357345,181,GCA_003357345.1,ASM335734v1,Escherichia coli,NA,SC396,NA,NA,NA,Annotation submitted by University of Basel,4975730,Scaffold,2018-08-03T00:00:00Z,NA,165940,165940,Illumina HiSeq,University of Basel,PRJNA432505,SAMN08463008,4709,4646,NA,Escherichia coli,99.47,0.39,GCA_003357345.1_ASM335734v1_genomic,B1,NA
GCA_002765715,298,GCA_002765715.1,ASM276571v1,Escherichia coli O26:H11,NA,10239,NA,NA,NA,NA,5560961,Scaffold,2017-10-27T00:00:00Z,NA,114082,119092,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075854,NA,NA,NA,Escherichia coli,99.31,0.79,GCA_002765715.1_ASM276571v1_genomic,B1,NA
GCA_003358185,183,GCA_003358185.1,ASM335818v1,Escherichia coli,NA,SC356,NA,NA,NA,Annotation submitted by University of Basel,4892010,Scaffold,2018-08-03T00:00:00Z,NA,125573,125573,Illumina HiSeq,University of Basel,PRJNA432505,SAMN08462968,4708,4641,NA,Escherichia coli,99,0.15,GCA_003358185.1_ASM335818v1_genomic,A,NA
GCA_003303545,157,GCA_003303545.1,ASM330354v1,Escherichia coli,NA,A213,NA,NA,NA,NA,4990346,Scaffold,2018-07-09T00:00:00Z,NA,117105,117105,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556510,NA,NA,NA,Escherichia coli,99.48,0.38,GCA_003303545.1_ASM330354v1_genomic,B1,NA
GCA_002953035,1,GCA_002953035.1,ASM295303v1,Escherichia coli,NA,8A,NA,NA,NA,NA,4651843,Complete Genome,2018-02-01T00:00:00Z,NA,4651843,4651843,illumina,University of Texas at Austin,PRJNA430697,SAMN08380019,NA,NA,NA,Escherichia coli,99.48,0.21,GCA_002953035.1_ASM295303v1_genomic,A,NA
GCA_002971255,86,GCA_002971255.1,ASM297125v1,Escherichia coli,NA,HT2012EP11,NA,NA,NA,NA,5096305,Scaffold,2018-03-06T00:00:00Z,NA,179878,275141,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA276779,SAMN03380758,NA,NA,NA,Escherichia coli,98.83,0.6,GCA_002971255.1_ASM297125v1_genomic,B2,NA
GCA_002859105,3,GCA_002859105.1,ASM285910v1,Escherichia coli,NA,BH100 substr. MG2017,NA,NA,NA,Annotation submitted by UFMG,5270937,Complete Genome,2018-01-04T00:00:00Z,NA,5131212,5131212,Illumina HiSeq,UFMG,PRJNA389912,SAMN08117235,5386,5255,27,Escherichia coli,98.94,0.45,GCA_002859105.1_ASM285910v1_genomic,B2,NA
GCA_002941765,129,GCA_002941765.1,ASM294176v1,Escherichia coli,NA,YH17185,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4894231,Scaffold,2018-02-25T00:00:00Z,NA,139457,139457,Illumina Miseq,South China Agricultural University,PRJNA434044,SAMN08534305,5129,4808,214,Escherichia coli,98.67,0.31,GCA_002941765.1_ASM294176v1_genomic,A,NA
GCA_003009725,123,GCA_003009725.1,ASM300972v1,Escherichia coli,NA,43678,NA,NA,NA,NA,5176661,Scaffold,2018-03-19T00:00:00Z,NA,150752,150752,Illumina HiSeq,China Aricultural University,PRJNA417344,SAMN08238410,NA,NA,NA,Escherichia coli,99.52,0.75,GCA_003009725.1_ASM300972v1_genomic,B1,NA
GCA_003318375,215,GCA_003318375.1,ASM331837v1,Escherichia coli,NA,AVC97,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5104421,Scaffold,2018-07-14T00:00:00Z,NA,192119,192119,Illumina HiSeq,"University of Technology, Sydney",PRJNA479542,SAMN09579988,5488,5108,279,Escherichia coli,98.98,0.54,GCA_003318375.1_ASM331837v1_genomic,B2,NA
GCA_002735065,289,GCA_002735065.1,ASM273506v1,Escherichia coli O26:H11,NA,02/113,NA,NA,NA,NA,5505243,Scaffold,2017-10-24T00:00:00Z,NA,95965,113866,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075757,NA,NA,NA,Escherichia coli,99.29,0.92,GCA_002735065.1_ASM273506v1_genomic,B1,NA
GCA_002971435,57,GCA_002971435.1,ASM297143v1,Escherichia coli,NA,HT2012DB05,NA,NA,NA,NA,4956602,Scaffold,2018-03-06T00:00:00Z,NA,190064,339956,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA276949,SAMN03382588,NA,NA,NA,Escherichia coli,99.14,0.45,GCA_002971435.1_ASM297143v1_genomic,B2,NA
GCA_003018575,2,GCA_003018575.1,ASM301857v1,Escherichia coli,NA,2013C-4538,NA,NA,NA,NA,5768767,Complete Genome,2018-03-26T00:00:00Z,NA,5680428,5680428,PacBio,CDC,PRJNA218110,SAMN08579598,NA,NA,NA,Escherichia coli,98.92,0.88,GCA_003018575.1_ASM301857v1_genomic,B1,NA
GCA_003357365,158,GCA_003357365.1,ASM335736v1,Escherichia coli,NA,SC395,NA,NA,NA,Annotation submitted by University of Basel,4840948,Scaffold,2018-08-03T00:00:00Z,NA,158236,158236,Illumina HiSeq,University of Basel,PRJNA432505,SAMN08463007,4563,4500,NA,Escherichia coli,99.47,0.39,GCA_003357365.1_ASM335736v1_genomic,B1,NA
GCA_003291385,135,GCA_003291385.1,ASM329138v1,Escherichia coli,NA,2673,NA,NA,NA,NA,4839319,Scaffold,2018-07-09T00:00:00Z,NA,106127,106127,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN08148351,NA,NA,NA,Escherichia coli,98.18,0.49,GCA_003291385.1_ASM329138v1_genomic,A,NA
GCA_002941225,141,GCA_002941225.1,ASM294122v1,Escherichia coli,NA,YH17178,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5146346,Scaffold,2018-02-25T00:00:00Z,NA,166824,166824,Illumina Miseq,South China Agricultural University,PRJNA434044,SAMN08534301,5398,5101,203,Escherichia coli,99.47,0.89,GCA_002941225.1_ASM294122v1_genomic,B1,NA
GCA_003019175,2,GCA_003019175.1,ASM301917v1,Escherichia coli,NA,2013C-4187,NA,NA,NA,NA,5605298,Complete Genome,2018-03-26T00:00:00Z,NA,5509931,5509931,PacBio,CDC,PRJNA218110,SAMN08579590,NA,NA,NA,Escherichia coli,98.89,0.67,GCA_003019175.1_ASM301917v1_genomic,B1,NA
GCA_002855695,125,GCA_002855695.1,ASM285569v1,Escherichia coli,NA,Ec-HUCA 6,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5266598,Scaffold,2018-01-03T00:00:00Z,NA,153683,200883,Illumina HiSeq,Centro de Investigacion Biomedica de La Rioja,PRJNA381431,SAMN06676459,5619,5249,276,Escherichia coli,98.71,0.57,GCA_002855695.1_ASM285569v1_genomic,B2,NA
GCA_002923655,285,GCA_002923655.1,ASM292365v1,Escherichia coli O26:H11,NA,10010,NA,NA,NA,NA,5667076,Scaffold,2018-01-25T00:00:00Z,NA,101002,109981,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075829,NA,NA,NA,Escherichia coli,99.12,0.83,GCA_002923655.1_ASM292365v1_genomic,B1,NA
GCA_003303855,100,GCA_003303855.1,ASM330385v1,Escherichia coli,NA,A114,NA,NA,NA,NA,4855794,Scaffold,2018-07-09T00:00:00Z,NA,207873,207873,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556485,NA,NA,NA,Escherichia coli,99.37,0.86,GCA_003303855.1_ASM330385v1_genomic,B1,NA
GCA_003290205,4,GCA_003290205.1,ASM329020v1,Escherichia coli,NA,99-3165,NA,NA,NA,NA,4929312,Complete Genome,2018-07-06T00:00:00Z,NA,4703465,4703465,PacBio,CDC,PRJNA218110,SAMN06459520,NA,NA,NA,Escherichia coli,97.52,0.46,GCA_003290205.1_ASM329020v1_genomic,A,NA
GCA_003293125,151,GCA_003293125.1,ASM329312v1,Escherichia coli,NA,A93,NA,NA,NA,NA,5000263,Scaffold,2018-07-09T00:00:00Z,NA,147056,147056,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556634,NA,NA,NA,Escherichia coli,98.56,0.88,GCA_003293125.1_ASM329312v1_genomic,A,NA
GCA_003291515,123,GCA_003291515.1,ASM329151v1,Escherichia coli,NA,2140,NA,NA,NA,NA,4945305,Scaffold,2018-07-09T00:00:00Z,NA,123863,123863,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN08148411,NA,NA,NA,Escherichia coli,99.29,0.57,GCA_003291515.1_ASM329151v1_genomic,A,NA
GCA_003017935,2,GCA_003017935.1,ASM301793v1,Escherichia coli,NA,2015C-3121,NA,NA,NA,NA,5470775,Complete Genome,2018-03-26T00:00:00Z,NA,5366577,5366577,PacBio,CDC,PRJNA218110,SAMN08579565,NA,NA,NA,Escherichia coli,96.99,0.85,GCA_003017935.1_ASM301793v1_genomic,B1,NA
GCA_003030025,3,GCA_003030025.1,ASM303002v1,Escherichia coli,NA,CFSAN064036,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4967495,Complete Genome,2018-04-02T00:00:00Z,NA,4815114,4815114,PacBio,FDA/CFSAN,PRJNA230969,SAMN08663435,5219,4788,312,Escherichia coli,98.38,0.21,GCA_003030025.1_ASM303002v1_genomic,A,NA
GCA_002634895,5,GCA_002634895.1,ASM263489v1,Escherichia coli,NA,FDAARGOS_434,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5059202,Chromosome,2017-10-18T00:00:00Z,NA,4897877,4897877,PacBio; Illumina,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,PRJNA231221,SAMN07312478,5215,4800,295,Escherichia coli,98.54,0.67,GCA_002634895.1_ASM263489v1_genomic,A,NA
GCA_002764215,299,GCA_002764215.1,ASM276421v1,Escherichia coli O26:H11,NA,EH182,NA,NA,NA,NA,5609553,Scaffold,2017-10-27T00:00:00Z,NA,111939,117966,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075766,NA,NA,NA,Escherichia coli,99.28,0.71,GCA_002764215.1_ASM276421v1_genomic,B1,NA
GCA_003009035,181,GCA_003009035.1,ASM300903v1,Escherichia coli,NA,Ehw1-5f,NA,NA,NA,NA,5243130,Scaffold,2018-03-19T00:00:00Z,NA,217687,217687,Illumina HiSeq,China Aricultural University,PRJNA417344,SAMN07983310,NA,NA,NA,Escherichia coli,99.2,0.6,GCA_003009035.1_ASM300903v1_genomic,B1,NA
GCA_003123565,202,GCA_003123565.2,ASM312356v2,Escherichia coli,NA,38009,NA,NA,NA,NA,5426079,Scaffold,2018-07-31T00:00:00Z,NA,102547,106974,Illumina MiSeq,"APHP, Hopital Robert Debre, IAME, UMR1137",PRJNA449634,SAMN08915505,NA,NA,NA,Escherichia coli,98.5,0.95,GCA_003123565.2_ASM312356v2_genomic,A,NA
GCA_003813145,6,GCA_003813145.1,ASM381314v1,Escherichia coli,NA,50579417,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5550714,Complete Genome,2018-11-21T00:00:00Z,NA,5206490,5206490,PacBio RSII,Norwegian National Advisory Unit on Detection of Antimicrobial Resistance,PRJNA505105,SAMN04158294,5576,5223,224,Escherichia coli,99.14,0.47,GCA_003813145.1_ASM381314v1_genomic,D,NA
GCA_003307135,226,GCA_003307135.1,ASM330713v1,Escherichia coli O157:H7,NA,14156,NA,NA,NA,NA,5382111,Scaffold,2018-07-03T00:00:00Z,NA,91891,138494,illumina,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB6498,SAMD00099616,NA,NA,NA,Escherichia coli,98.88,0.15,GCA_003307135.1_ASM330713v1_genomic,E,NA
GCA_003571665,3,GCA_003571665.1,ASM357166v1,Escherichia coli,NA,AR_0086,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5289589,Complete Genome,2018-09-16T00:00:00Z,NA,5107215,5107215,PacBio RSII,Centers for Disease Control and Prevention,PRJNA292904,SAMN04014927,5607,5200,293,Escherichia coli,99.02,0.65,GCA_003571665.1_ASM357166v1_genomic,B2,NA
GCA_002973415,89,GCA_002973415.1,ASM297341v1,Escherichia coli,NA,HT2012173,NA,NA,NA,NA,4818951,Scaffold,2018-03-06T00:00:00Z,NA,63231,193513,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA277287,SAMN03389102,NA,NA,NA,Escherichia coli,99.43,0.57,GCA_002973415.1_ASM297341v1_genomic,B1,NA
GCA_003073875,4,GCA_003073875.1,ASM307387v1,Escherichia coli,NA,AR436,NA,NA,NA,"Annotation submitted by IGS, University of Maryland, Baltimore",5028272,Complete Genome,2018-04-30T00:00:00Z,NA,4875835,4875835,Pacbio; Illumina,FDA/CDC,PRJNA316321,SAMN07291529,4940,4828,1,Escherichia coli,98.47,0.61,GCA_003073875.1_ASM307387v1_genomic,B1,NA
GCA_002927665,194,GCA_002927665.1,ASM292766v1,Escherichia coli,NA,F_12_GNB_311,NA,NA,NA,NA,5428921,Scaffold,2018-02-14T00:00:00Z,NA,116137,116137,Illumina MiSeq,Robert Koch Institute,PRJNA420021,SAMN08103342,NA,NA,NA,Escherichia coli,99.06,0.87,GCA_002927665.1_ASM292766v1_genomic,F,NA
GCA_003291255,85,GCA_003291255.1,ASM329125v1,Escherichia coli,NA,3759,NA,NA,NA,NA,4766286,Scaffold,2018-07-09T00:00:00Z,NA,156577,156577,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN08148361,NA,NA,NA,Escherichia coli,99.08,0.26,GCA_003291255.1_ASM329125v1_genomic,A,NA
GCA_003018115,2,GCA_003018115.1,ASM301811v1,Escherichia coli,NA,88-3493,NA,NA,NA,NA,5109550,Complete Genome,2018-03-26T00:00:00Z,NA,5001754,5001754,PacBio,CDC,PRJNA218110,SAMN08579585,NA,NA,NA,Escherichia coli,99.18,0.6,GCA_003018115.1_ASM301811v1_genomic,E,NA
GCA_002973395,77,GCA_002973395.1,ASM297339v1,Escherichia coli,NA,HT2012175,NA,NA,NA,NA,5189880,Scaffold,2018-03-06T00:00:00Z,NA,81002,428465,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA277288,SAMN03389103,NA,NA,NA,Escherichia coli,98.58,0.71,GCA_002973395.1_ASM297339v1_genomic,B2,NA
GCA_003095635,1,GCA_003095635.1,ASM309563v1,Escherichia coli,NA,104,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4971313,Complete Genome,2018-05-06T00:00:00Z,NA,4971313,4971313,PacBio,Zhejiang University School of Medicine,PRJNA453925,SAMN08993917,5128,4745,268,Escherichia coli,99.35,0.79,GCA_003095635.1_ASM309563v1_genomic,G,NA
GCA_003017805,3,GCA_003017805.1,ASM301780v1,Escherichia coli,NA,2013C-4830,NA,NA,NA,NA,5303516,Complete Genome,2018-03-26T00:00:00Z,NA,5135675,5135675,PacBio,CDC,PRJNA218110,SAMN08579560,NA,NA,NA,Escherichia coli,96.37,0.2,GCA_003017805.1_ASM301780v1_genomic,A,NA
GCA_003357965,195,GCA_003357965.1,ASM335796v1,Escherichia coli,NA,SC365,NA,NA,NA,Annotation submitted by University of Basel,5098096,Scaffold,2018-08-03T00:00:00Z,NA,132343,132343,Illumina HiSeq,University of Basel,PRJNA432505,SAMN08462977,4702,4632,NA,Escherichia coli,99.54,0.39,GCA_003357965.1_ASM335796v1_genomic,G,NA
GCA_002971795,87,GCA_002971795.1,ASM297179v1,Escherichia coli,NA,HT2012077,NA,NA,NA,NA,5067326,Scaffold,2018-03-06T00:00:00Z,NA,59327,220952,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA277083,SAMN03384220,NA,NA,NA,Escherichia coli,98.6,0.64,GCA_002971795.1_ASM297179v1_genomic,B2,NA
GCA_003018035,2,GCA_003018035.1,ASM301803v1,Escherichia coli,NA,2015C-4944,NA,NA,NA,NA,5901472,Complete Genome,2018-03-26T00:00:00Z,NA,5802748,5802748,PacBio,CDC,PRJNA218110,SAMN04482320,NA,NA,NA,Escherichia coli,99.19,0.71,GCA_003018035.1_ASM301803v1_genomic,B1,NA
GCA_002971835,80,GCA_002971835.1,ASM297183v1,Escherichia coli,NA,HT2012085,NA,NA,NA,NA,5066990,Scaffold,2018-03-06T00:00:00Z,NA,62990,197391,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA277085,SAMN03384222,NA,NA,NA,Escherichia coli,98.56,0.7,GCA_002971835.1_ASM297183v1_genomic,B2,NA
GCA_003344465,6,GCA_003344465.1,ASM334446v1,Escherichia coli,NA,MCJCHV-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5042521,Complete Genome,2018-07-27T00:00:00Z,NA,4939457,4939457,PacBio,University of Georgia,PRJNA476955,SAMN09462202,5231,4848,265,Escherichia coli,98.99,0.38,GCA_003344465.1_ASM334446v1_genomic,B2,NA
GCA_003024395,125,GCA_003024395.1,ASM302439v1,Escherichia coli,NA,PairB_ch_1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5155266,Scaffold,2018-03-28T00:00:00Z,NA,203899,203899,Illumina MiSeq,Hvidovre Hospital - University of Copenhagen,PRJNA376817,SAMN08634703,5413,5042,262,Escherichia coli,99.05,0.5,GCA_003024395.1_ASM302439v1_genomic,B2,NA
GCA_003546975,3,GCA_003546975.1,ASM354697v1,Escherichia coli Nissle 1917,NA,Nissle 1917,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5072329,Complete Genome,2018-09-12T00:00:00Z,NA,5055316,5055316,PacBio,University of California,PRJNA397210,SAMN07451663,5185,4826,245,Escherichia coli,99.24,0.24,GCA_003546975.1_ASM354697v1_genomic,B2,NA
GCA_003304545,139,GCA_003304545.1,ASM330454v1,Escherichia coli,NA,A418,NA,NA,NA,NA,4595485,Scaffold,2018-07-09T00:00:00Z,NA,123527,126845,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556550,NA,NA,NA,Escherichia coli,99.3,0.19,GCA_003304545.1_ASM330454v1_genomic,A,NA
GCA_003018995,1,GCA_003018995.1,ASM301899v1,Escherichia coli,NA,95-3192,NA,NA,NA,NA,5385516,Complete Genome,2018-03-26T00:00:00Z,NA,5385516,5385516,PacBio,CDC,PRJNA218110,SAMN08579569,NA,NA,NA,Escherichia coli,97.62,0.35,GCA_003018995.1_ASM301899v1_genomic,D,NA
GCA_003730515,49,GCA_003730515.1,ASM373051v1,Escherichia coli,NA,HE-MDREc10,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5097566,Scaffold,2018-11-15T00:00:00Z,NA,221605,256732,Illumina HiSeq,"Medicine / Division of Infectious Diseases, University of North Carolina",PRJDB4868,SAMD00052634,5154,4926,134,Escherichia coli,98.37,0.51,GCA_003730515.1_ASM373051v1_genomic,B2,NA
GCA_003293415,137,GCA_003293415.1,ASM329341v1,Escherichia coli,NA,A106,NA,NA,NA,NA,4709160,Scaffold,2018-07-09T00:00:00Z,NA,109910,109910,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556643,NA,NA,NA,Escherichia coli,98.68,0.62,GCA_003293415.1_ASM329341v1_genomic,A,NA
GCA_003043915,1,GCA_003043915.1,ASM304391v1,Escherichia coli,NA,RM14723,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4754025,Complete Genome,2018-04-06T00:00:00Z,NA,4754025,4754025,pacBio,USDA,PRJNA341281,SAMN08581175,4941,4519,307,Escherichia coli,97.22,0.47,GCA_003043915.1_ASM304391v1_genomic,B2,NA
GCA_003018455,3,GCA_003018455.1,ASM301845v1,Escherichia coli,NA,97-3250,NA,NA,NA,NA,6156163,Complete Genome,2018-03-26T00:00:00Z,NA,5942969,5942969,PacBio,CDC,PRJNA218110,SAMN08638904,NA,NA,NA,Escherichia coli,99.05,0.77,GCA_003018455.1_ASM301845v1_genomic,B1,NA
GCA_003292305,163,GCA_003292305.1,ASM329230v1,Escherichia coli,NA,A67,NA,NA,NA,NA,5333411,Scaffold,2018-07-09T00:00:00Z,NA,141532,141532,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556682,NA,NA,NA,Escherichia coli,99.05,0.77,GCA_003292305.1_ASM329230v1_genomic,F,NA
GCA_002941425,128,GCA_002941425.1,ASM294142v1,Escherichia coli,NA,YH17165,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4956823,Scaffold,2018-02-25T00:00:00Z,NA,301508,301508,Illumina Miseq,South China Agricultural University,PRJNA434044,SAMN08534290,5214,4930,191,Escherichia coli,99.26,0.58,GCA_002941425.1_ASM294142v1_genomic,C,NA
GCA_003290945,110,GCA_003290945.1,ASM329094v1,Escherichia coli,NA,LN23,NA,NA,NA,NA,5192513,Scaffold,2018-07-09T00:00:00Z,NA,157697,165762,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN08148390,NA,NA,NA,Escherichia coli,99.13,0.44,GCA_003290945.1_ASM329094v1_genomic,D,NA
GCA_003357945,56,GCA_003357945.1,ASM335794v1,Escherichia coli,NA,SC366,NA,NA,NA,Annotation submitted by University of Basel,4697168,Scaffold,2018-08-03T00:00:00Z,NA,269948,272573,Illumina HiSeq,University of Basel,PRJNA432505,SAMN08462978,4329,4253,NA,Escherichia coli,99.5,0.18,GCA_003357945.1_ASM335794v1_genomic,D,NA
GCA_003686845,160,GCA_003686845.1,ASM368684v1,Escherichia coli,NA,CMJX129b,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5454869,Scaffold,2018-10-24T00:00:00Z,NA,125987,125987,Illumina HiSeq,Zhejiang Academy of Agricultural Sciences,PRJNA494909,SAMN10187502,5478,5101,279,Escherichia coli,99.03,0.76,GCA_003686845.1_ASM368684v1_genomic,E,NA
GCA_003304785,102,GCA_003304785.1,ASM330478v1,Escherichia coli,NA,A35,NA,NA,NA,NA,4783429,Scaffold,2018-07-09T00:00:00Z,NA,168052,177614,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556497,NA,NA,NA,Escherichia coli,99.5,0.34,GCA_003304785.1_ASM330478v1_genomic,B1,NA
GCA_002953075,1,GCA_002953075.1,ASM295307v1,Escherichia coli,NA,2FA,NA,NA,NA,NA,4651848,Complete Genome,2018-02-01T00:00:00Z,NA,4651848,4651848,illumina,University of Texas at Austin,PRJNA430697,SAMN08380006,NA,NA,NA,Escherichia coli,99.48,0.21,GCA_002953075.1_ASM295307v1_genomic,A,NA
GCA_002573305,138,GCA_002573305.1,ASM257330v1,Escherichia coli,NA,15_Esco_HA-NL,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5347372,Scaffold,2017-10-17T00:00:00Z,NA,190832,190832,Illumina MiSeq,University Medical Center Groningen,PRJNA352198,SAMN05977335,5350,5139,116,Escherichia coli,97.81,0.62,GCA_002573305.1_ASM257330v1_genomic,F,NA
GCA_002951755,3,GCA_002951755.1,ASM295175v1,Escherichia coli,NA,13TMH22,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4901615,Complete Genome,2018-02-05T00:00:00Z,NA,4790436,4790436,PacBio,The University of Hong Kong,PRJNA361032,SAMN06219549,5219,4842,258,Escherichia coli,98.34,0.46,GCA_002951755.1_ASM295175v1_genomic,B1,NA
GCA_002972015,131,GCA_002972015.1,ASM297201v1,Escherichia coli,NA,HT2012009,NA,NA,NA,NA,5113596,Scaffold,2018-03-06T00:00:00Z,NA,71584,160350,Illumina GAIIx,National institute for communicable disease control and prevention,PRJNA277110,SAMN03384318,NA,NA,NA,Escherichia coli,99.56,0.36,GCA_002972015.1_ASM297201v1_genomic,B1,NA
GCA_003303655,169,GCA_003303655.1,ASM330365v1,Escherichia coli,NA,A161,NA,NA,NA,NA,5298797,Scaffold,2018-07-09T00:00:00Z,NA,113454,113454,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556504,NA,NA,NA,Escherichia coli,99.39,0.68,GCA_003303655.1_ASM330365v1_genomic,B1,NA
GCA_003243565,124,GCA_003243565.1,ASM324356v1,Escherichia coli,NA,Lys45,NA,NA,NA,NA,5133089,Scaffold,2018-06-18T00:00:00Z,NA,143822,220412,Illumina HiSeq,"National University or Ireland, Galway",PRJNA420620,SAMN08117785,NA,NA,NA,Escherichia coli,99.54,0.23,GCA_003243565.1_ASM324356v1_genomic,B1,NA
GCA_002861265,70,GCA_002861265.1,ASM286126v1,Escherichia coli,NA,UMB0789,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5000645,Scaffold,2017-12-28T00:00:00Z,NA,232880,232880,Illumina HiSeq,Loyola University Chicago,PRJNA316969,SAMN08193662,5170,4784,288,Escherichia coli,98.38,0.35,GCA_002861265.1_ASM286126v1_genomic,B2,NA
GCA_003186665,155,GCA_003186665.1,ASM318666v1,Escherichia coli,NA,PEC-NDM,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5046933,Scaffold,2018-06-05T00:00:00Z,NA,110371,110371,Illumina MiSeq,Cardiff University,PRJNA473262,SAMN09269490,5349,4963,281,Escherichia coli,98.4,0.84,GCA_003186665.1_ASM318666v1_genomic,A,NA
