assembly_id_simp,Contig_number,assembly_id,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination
GCA_002770535,304,GCA_002770535.1,Escherichia coli O26:H11,NA,21-85-13,NA,NA,NA,NA,5734936,Scaffold,2017-10-27T00:00:00Z,NA,101149,111933,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00076067,NA,NA,NA,Escherichia coli,99.23,0.77
GCA_003018755,2,GCA_003018755.1,Escherichia coli,NA,2014C-4587,NA,NA,NA,NA,5171573,Complete Genome,2018-03-26T00:00:00Z,NA,5040163,5040163,PacBio,CDC,PRJNA218110,SAMN08579566,NA,NA,NA,Escherichia coli,98.44,0.68
GCA_002923715,352,GCA_002923715.1,Escherichia coli O26:H11,NA,10153,NA,NA,NA,NA,5738667,Scaffold,2018-01-25T00:00:00Z,NA,93996,100997,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075846,NA,NA,NA,Escherichia coli,99.31,0.73
GCA_003307095,228,GCA_003307095.1,Escherichia coli O157:H7,NA,14152,NA,NA,NA,NA,5392172,Scaffold,2018-07-03T00:00:00Z,NA,92405,118921,illumina,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB6498,SAMD00099614,NA,NA,NA,Escherichia coli,98.88,0.15
GCA_003697165,2,GCA_003697165.2,Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775,NA,ATCC 11775,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5034834,Complete Genome,2018-12-20T00:00:00Z,NA,4903501,4903501,Oxford Nanopore MiniION,University of Arkansas for Medical Sciences,PRJNA472652,SAMN10252913,5010,4723,172,Escherichia coli,99.09,0.5
GCA_002768795,387,GCA_002768795.1,Escherichia coli O26:H11,NA,PV1195,NA,NA,NA,NA,5802190,Scaffold,2017-10-28T00:00:00Z,NA,100963,104111,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075969,NA,NA,NA,Escherichia coli,99.31,0.8
GCA_003291735,90,GCA_003291735.1,Escherichia coli,NA,1375,NA,NA,NA,NA,4787162,Scaffold,2018-07-09T00:00:00Z,NA,136382,136382,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN08148387,NA,NA,NA,Escherichia coli,99.39,0.21
GCA_002787645,4,GCA_002787645.1,Escherichia coli,NA,CREC-544,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5110145,Complete Genome,2017-11-20T00:00:00Z,NA,4903571,4903571,PacBio,Yonsei University College of medicine,PRJNA416193,SAMN07944240,5216,4869,232,Escherichia coli,99.12,0.5
GCA_003292135,147,GCA_003292135.1,Escherichia coli,NA,A417,NA,NA,NA,NA,5161912,Scaffold,2018-07-09T00:00:00Z,NA,252285,252285,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556692,NA,NA,NA,Escherichia coli,99.46,0.71
GCA_003307195,353,GCA_003307195.1,Escherichia coli O157:H7,NA,PV00-061,NA,NA,NA,NA,5563597,Scaffold,2018-07-03T00:00:00Z,NA,103669,146992,illumina,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB6498,SAMD00099619,NA,NA,NA,Escherichia coli,98.88,0.34
GCA_003358605,85,GCA_003358605.1,Escherichia coli,NA,SC334,NA,NA,NA,Annotation submitted by University of Basel,4837287,Scaffold,2018-08-03T00:00:00Z,NA,173574,173574,Illumina HiSeq,University of Basel,PRJNA432505,SAMN08462946,4464,4393,NA,Escherichia coli,99.39,0.26
GCA_002764735,395,GCA_002764735.1,Escherichia coli O26:H11,NA,2.00E+49,NA,NA,NA,NA,5584028,Scaffold,2017-10-27T00:00:00Z,NA,99708,114986,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075797,NA,NA,NA,Escherichia coli,99.31,0.71
GCA_002915105,219,GCA_002915105.1,Escherichia coli,NA,DV42a,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5310014,Scaffold,2018-02-02T00:00:00Z,NA,169403,182793,Illumina HiSeq,"mEpilab, Massey University",PRJNA415994,SAMN07839708,5788,5335,343,Escherichia coli,99.49,0.15
GCA_002764695,284,GCA_002764695.1,Escherichia coli O26:H11,NA,2.00E+03,NA,NA,NA,NA,5444251,Scaffold,2017-10-27T00:00:00Z,NA,102678,118208,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075795,NA,NA,NA,Escherichia coli,98.99,0.76
GCA_002850675,7,GCA_002850675.5,Escherichia coli,NA,SCEC020023,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5120933,Complete Genome,2019-08-19T00:00:00Z,NA,4883746,4883746,Illumina HiSeq; MinION,"West China Hospital, Sichuan University",PRJNA418674,SAMN07768275,5041,4657,262,Escherichia coli,98.18,0.54
GCA_002787315,3,GCA_002787315.1,Escherichia coli,NA,AR_0014,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5045701,Complete Genome,2017-11-20T00:00:00Z,NA,4839565,4839565,PacBio RSII,Centers for Disease Control and Prevention,PRJNA292901,SAMN04014855,5216,4798,297,Escherichia coli,98.24,0.34
GCA_002766395,347,GCA_002766395.1,Escherichia coli O26:H11,NA,10594,NA,NA,NA,NA,5579963,Scaffold,2017-10-27T00:00:00Z,NA,88379,100256,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075891,NA,NA,NA,Escherichia coli,99.29,0.8
GCA_003292755,142,GCA_003292755.1,Escherichia coli,NA,A300,NA,NA,NA,NA,4888138,Scaffold,2018-07-09T00:00:00Z,NA,123867,123867,Illumina HiSeq,China Agricultural University,PRJNA400107,SAMN07556658,NA,NA,NA,Escherichia coli,98.73,0.81
GCA_003666405,8,GCA_003666405.1,Escherichia coli,NA,CHL5009T,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5222791,Chromosome,2018-10-18T00:00:00Z,NA,4864848,4864948,Oxford Nanopore; Illumina MiSeq,Canterbury Health Laboratories,PRJNA495393,SAMN10225034,5336,4979,236,Escherichia coli,99.52,0.62
GCA_002764635,397,GCA_002764635.1,Escherichia coli O26:H11,NA,0.00E+00,NA,NA,NA,NA,5573903,Scaffold,2017-10-27T00:00:00Z,NA,92060,111908,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075792,NA,NA,NA,Escherichia coli,99.31,0.75
GCA_003443815,5,GCA_003443815.1,Escherichia coli,NA,E308,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5166180,Complete Genome,2018-09-04T00:00:00Z,NA,4786360,4786360,PacBio,Sichuan Agricultural University,PRJNA478107,SAMN09499316,5524,4917,485,Escherichia coli,98.01,0.59
GCA_002573205,119,GCA_002573205.1,Escherichia coli,NA,11_Esco_CA-NL,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5351130,Scaffold,2017-10-17T00:00:00Z,NA,148112,148112,Illumina MiSeq,University Medical Center Groningen,PRJNA352198,SAMN05977330,5390,5202,95,Escherichia coli,99.49,0.37
GCA_002734725,365,GCA_002734725.1,Escherichia coli O26:H11,NA,TC3117,NA,NA,NA,NA,5543229,Scaffold,2017-10-24T00:00:00Z,NA,92067,104132,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075738,NA,NA,NA,Escherichia coli,99.27,0.83
GCA_002766655,291,GCA_002766655.1,Escherichia coli O26:H11,NA,PV44,NA,NA,NA,NA,5333738,Scaffold,2017-10-27T00:00:00Z,NA,104148,117967,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075905,NA,NA,NA,Escherichia coli,98.21,0.67
GCA_003020885,3,GCA_003020885.1,Escherichia coli,NA,MS7163,NA,NA,NA,Annotation submitted by University of Queensland,5292507,Complete Genome,2018-03-27T00:00:00Z,NA,5074586,5074586,PacBio,University of Queensland,PRJNA427051,SAMN08469740,5148,4984,47,Escherichia coli,98.9,0.46
GCA_002765115,300,GCA_002765115.1,Escherichia coli O26:H11,NA,9.00E+30,NA,NA,NA,NA,5542461,Scaffold,2017-10-27T00:00:00Z,NA,102615,114058,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075820,NA,NA,NA,Escherichia coli,99.31,0.79
GCA_002863685,4,GCA_002863685.1,Escherichia coli,NA,SMN152SH1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5447056,Complete Genome,2018-01-05T00:00:00Z,NA,5302502,5302502,Illumina; PacBio; Nanopore,University of Idaho,PRJNA412521,SAMN07806871,5971,5248,586,Escherichia coli,97.68,0.58
GCA_002768875,292,GCA_002768875.1,Escherichia coli O26:H11,NA,EH2057,NA,NA,NA,NA,5495218,Scaffold,2017-10-27T00:00:00Z,NA,99242,118161,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075973,NA,NA,NA,Escherichia coli,98.99,0.73
GCA_002589795,11,GCA_002589795.1,Escherichia coli,NA,FDAARGOS_433,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5121856,Complete Genome,2017-10-18T00:00:00Z,NA,4711093,4711093,PacBio; Illumina,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,PRJNA231221,SAMN07312477,5413,4940,348,Escherichia coli,98.72,0.26
GCA_002766635,408,GCA_002766635.1,Escherichia coli O26:H11,NA,10948,NA,NA,NA,NA,5672105,Scaffold,2017-10-27T00:00:00Z,NA,88487,101445,Illumina HiSeq 2000,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075904,NA,NA,NA,Escherichia coli,99.12,0.87
GCA_002769035,338,GCA_002769035.1,Escherichia coli O26:H11,NA,EH2219,NA,NA,NA,NA,5724051,Scaffold,2017-10-27T00:00:00Z,NA,101073,120582,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5571,SAMD00075983,NA,NA,NA,Escherichia coli,98.97,0.81
GCA_005040005,81,GCA_005040005.1,Escherichia coli,NA,FWSEC0446,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4843537,Scaffold,2019-05-01T00:00:00Z,NA,167249,167249,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797317,4752,4535,126,Escherichia coli,99.2,0.62
GCA_005381785,82,GCA_005381785.1,Escherichia coli,NA,BE454,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",4770382,Scaffold,2019-04-16T00:00:00Z,NA,164694,170010,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00076963,4521,4439,NA,Escherichia coli,99.48,0.34
GCA_004924255,3,GCA_004924255.1,Escherichia coli,NA,YSP8-1,NA,NA,NA,NA,5111490,Complete Genome,2019-04-30T00:00:00Z,NA,4722675,4722675,PacBio,South China Agricultural University,PRJNA526123,SAMN11087650,NA,NA,NA,Escherichia coli,98.78,0.51
GCA_005043015,82,GCA_005043015.1,Escherichia coli,NA,FWSEC0284,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5077035,Scaffold,2019-05-01T00:00:00Z,NA,185859,185859,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797167,5076,4818,167,Escherichia coli,99.56,0.61
GCA_005391165,194,GCA_005391165.1,Escherichia coli,NA,KS-NP012,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5454114,Scaffold,2019-04-17T00:00:00Z,NA,106627,110183,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077427,5313,5219,NA,Escherichia coli,99.56,0.84
GCA_005014055,4,GCA_005014055.1,Escherichia coli O113:H21,NA,FWSEC0010,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5131000,Complete Genome,2019-05-01T00:00:00Z,NA,4955402,4955402,Illumina MiSeq;Oxford Nanopore MinION,Food and Water Safety Consortium,PRJNA287560,SAMN08768111,5370,5006,238,Escherichia coli,99.38,0.6
GCA_005040245,111,GCA_005040245.1,Escherichia coli,NA,FWSEC0420,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5419843,Scaffold,2019-05-01T00:00:00Z,NA,152954,152954,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797291,5548,5214,241,Escherichia coli,99.51,0.37
GCA_005039015,123,GCA_005039015.1,Escherichia coli,NA,FWSEC0597,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5047716,Scaffold,2019-05-01T00:00:00Z,NA,145598,145598,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797423,5098,4786,221,Escherichia coli,98.45,0.72
GCA_005045235,90,GCA_005045235.1,Escherichia coli,NA,FWSEC0097,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5054940,Scaffold,2019-05-01T00:00:00Z,NA,173159,173159,Illumina GAIIx,Food and Water Safety Consortium,PRJNA287560,SAMN08797043,5060,4809,158,Escherichia coli,99.55,0.78
GCA_004284715,116,GCA_004284715.1,Escherichia coli,NA,EC_06,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5180434,Scaffold,2019-02-20T00:00:00Z,NA,123953,123953,Illumina NextSeq,Washington University,PRJNA522294,SAMN10926098,5218,4905,227,Escherichia coli,99.31,0.74
GCA_005043805,134,GCA_005043805.1,Escherichia coli,NA,FWSEC0237,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5310915,Scaffold,2019-05-01T00:00:00Z,NA,104877,104877,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797120,5492,5177,230,Escherichia coli,99.42,0.3
GCA_003956325,3,GCA_003956325.1,Escherichia coli,NA,103605,NA,NA,NA,NA,5347793,Complete Genome,2018-12-19T00:00:00Z,NA,5118381,5118381,PacBio,"University of Maryland, School of Medicine",PRJNA421191,SAMN08161256,NA,NA,NA,Escherichia coli,99.08,0.27
GCA_003956385,2,GCA_003956385.1,Escherichia coli,NA,600468,NA,NA,NA,NA,4977019,Complete Genome,2018-12-19T00:00:00Z,NA,4818782,4818782,PacBio,"University of Maryland, School of Medicine",PRJNA421191,SAMN08161317,NA,NA,NA,Escherichia coli,99.56,0.35
GCA_005394865,133,GCA_005394865.1,Escherichia coli,NA,NS-P059,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5132046,Scaffold,2019-04-17T00:00:00Z,NA,103906,118667,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077590,4933,4845,NA,Escherichia coli,99.53,0.68
GCA_004282515,106,GCA_004282515.1,Escherichia coli,NA,EC_78,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5008593,Scaffold,2019-02-20T00:00:00Z,NA,163893,180788,Illumina NextSeq,Washington University,PRJNA522294,SAMN10926015,5019,4794,138,Escherichia coli,99.39,0.2
GCA_005387965,102,GCA_005387965.1,Escherichia coli,NA,JML183,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",4966898,Scaffold,2019-04-17T00:00:00Z,NA,82533,127741,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077268,4740,4653,NA,Escherichia coli,98.9,0.21
GCA_005395445,136,GCA_005395445.1,Escherichia coli,NA,OU-NP041,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5026672,Scaffold,2019-04-17T00:00:00Z,NA,51453,127180,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077619,4739,4665,NA,Escherichia coli,98.99,0.2
GCA_005390025,147,GCA_005390025.1,Escherichia coli,NA,KK-NP009,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5252790,Scaffold,2019-04-17T00:00:00Z,NA,83188,105204,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077370,5025,4945,NA,Escherichia coli,99.19,0.59
GCA_003859195,91,GCA_003859195.1,Escherichia coli,NA,GBGD20,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4884352,Scaffold,2018-12-03T00:00:00Z,NA,196522,223189,Illumina HiSeq,Sun Yat-sen University,PRJNA506899,SAMN10476546,4851,4590,176,Escherichia coli,99.46,0.8
GCA_004100585,43,GCA_004100585.1,Escherichia coli,NA,47_rectal,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4962505,Scaffold,2019-01-21T00:00:00Z,NA,216125,216125,Illumina NextSeq,Washington University,PRJNA514354,SAMN10722961,4922,4718,119,Escherichia coli,98.95,0.18
GCA_004567115,72,GCA_004567115.1,Escherichia coli,NA,URMC_40,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5303797,Scaffold,2019-07-10T00:00:00Z,NA,143996,143996,Illumina MiSeq,URMC,PRJNA510429,SAMN10620115,5360,5056,206,Escherichia coli,99.21,0.63
GCA_005042255,86,GCA_005042255.1,Escherichia coli,NA,FWSEC0330,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5219978,Scaffold,2019-05-01T00:00:00Z,NA,181940,181940,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797202,5220,4932,177,Escherichia coli,99.56,0.69
GCA_004121005,158,GCA_004121005.1,Escherichia coli,NA,C7225,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5188638,Scaffold,2019-01-30T00:00:00Z,NA,126351,191532,Illumina NextSeq,Benemerita Universidad Autonoma de Puebla,PRJNA438133,SAMN08712827,5522,5179,266,Escherichia coli,98.8,0.51
GCA_005045845,133,GCA_005045845.1,Escherichia coli,NA,FWSEC0070,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5000333,Scaffold,2019-05-01T00:00:00Z,NA,134114,134114,Illumina GAIIx,Food and Water Safety Consortium,PRJNA287560,SAMN08797016,5053,4769,198,Escherichia coli,98.88,0.29
GCA_005392345,108,GCA_005392345.1,Escherichia coli,NA,KS-P029,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",4932611,Scaffold,2019-04-17T00:00:00Z,NA,151340,181379,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077486,4756,4666,NA,Escherichia coli,99.42,0.15
GCA_005037715,2,GCA_005037715.2,Escherichia coli O121:H19,NA,FWSEC0006,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5479551,Complete Genome,2019-05-03T00:00:00Z,NA,5398870,5398870,Illumina MiSeq;Oxford Nanopore MinION,Food and Water Safety Consortium,PRJNA287560,SAMN08768107,5829,5344,354,Escherichia coli,99.23,0.34
GCA_005392405,135,GCA_005392405.1,Escherichia coli,NA,KS-P036,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5389534,Scaffold,2019-04-17T00:00:00Z,NA,181214,195856,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077489,5195,5109,NA,Escherichia coli,99.52,0.85
GCA_005045155,154,GCA_005045155.1,Escherichia coli,NA,FWSEC0106,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4919952,Scaffold,2019-05-01T00:00:00Z,NA,106150,106150,Illumina GAIIx,Food and Water Safety Consortium,PRJNA287560,SAMN08797052,5021,4586,348,Escherichia coli,97.41,0.2
GCA_004380535,112,GCA_004380535.1,Escherichia coli,NA,P08,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5044999,Scaffold,2019-03-26T00:00:00Z,NA,166135,166135,Illumina,Hvidovre Hospital - University of Copenhagen,PRJNA353170,SAMN06011352,5299,4981,211,Escherichia coli,99.45,0.61
GCA_005222405,2,GCA_005222405.1,Escherichia coli,NA,111,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5600993,Complete Genome,2019-05-07T00:00:00Z,NA,5508269,5508269,PacBio,United State Department of Agriculture,PRJNA445267,SAMN08773023,5996,5550,316,Escherichia coli,99.5,0.15
GCA_005385745,108,GCA_005385745.1,Escherichia coli,NA,JML055,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",4934108,Scaffold,2019-04-17T00:00:00Z,NA,112328,213128,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077157,4601,4517,NA,Escherichia coli,99.21,0.18
GCA_005392975,98,GCA_005392975.1,Escherichia coli,NA,KS-P089,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",4998412,Scaffold,2019-04-17T00:00:00Z,NA,185503,194724,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077517,4783,4697,NA,Escherichia coli,99.36,0.78
GCA_005040445,111,GCA_005040445.1,Escherichia coli,NA,FWSEC0402,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5233546,Scaffold,2019-05-01T00:00:00Z,NA,128872,128872,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797273,5316,5028,191,Escherichia coli,99.5,0.63
GCA_005394045,151,GCA_005394045.1,Escherichia coli,NA,NS-P011,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5255186,Scaffold,2019-04-17T00:00:00Z,NA,144066,167983,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077569,5123,5032,NA,Escherichia coli,99.35,0.24
GCA_005040305,93,GCA_005040305.1,Escherichia coli,NA,FWSEC0418,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5051814,Scaffold,2019-05-01T00:00:00Z,NA,154500,154500,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797289,5088,4818,181,Escherichia coli,99.48,0.73
GCA_005043395,139,GCA_005043395.1,Escherichia coli,NA,FWSEC0253,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5307818,Scaffold,2019-05-01T00:00:00Z,NA,104952,104952,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797136,5497,5178,232,Escherichia coli,99.39,0.3
GCA_005046505,127,GCA_005046505.1,Escherichia coli,NA,FWSEC0039,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5130319,Scaffold,2019-05-01T00:00:00Z,NA,122587,122587,Illumina GAIIx,Food and Water Safety Consortium,PRJNA287560,SAMN08796986,5221,4929,204,Escherichia coli,98.95,0.33
GCA_005221985,3,GCA_005221985.1,Escherichia coli,NA,131,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5553249,Complete Genome,2019-05-07T00:00:00Z,NA,5453992,5453992,PacBio,United State Department of Agriculture,PRJNA445267,SAMN08773038,5934,5488,312,Escherichia coli,99.4,0.15
GCA_004283715,127,GCA_004283715.1,Escherichia coli,NA,EC_47,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4902068,Scaffold,2019-02-20T00:00:00Z,NA,114102,114102,Illumina NextSeq,Washington University,PRJNA522294,SAMN10926038,4907,4594,231,Escherichia coli,98.93,0.88
GCA_005038265,90,GCA_005038265.1,Escherichia coli,NA,FWSEC0595,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4933762,Scaffold,2019-05-01T00:00:00Z,NA,158284,158284,Illumina MiSeq,Food and Water Safety Consortium,PRJNA287560,SAMN08797422,4928,4703,136,Escherichia coli,99.56,0.49
GCA_005392065,208,GCA_005392065.1,Escherichia coli,NA,KS-P014,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",5437840,Scaffold,2019-04-17T00:00:00Z,NA,148426,184168,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077472,5273,5184,NA,Escherichia coli,99.28,0.15
GCA_005393205,112,GCA_005393205.1,Escherichia coli,NA,NS-NP011,NA,NA,NA,"Annotation submitted by Microbiology, Graduate School of Medical Sciences, Kyushu University",4939453,Scaffold,2019-04-17T00:00:00Z,NA,103926,150004,Illumina MiSeq,"Microbiology, Graduate School of Medical Sciences, Kyushu University",PRJDB5579,SAMD00077528,4695,4609,NA,Escherichia coli,99.39,0.33
